Frame,integer_motion2,integer_motion,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
436,0.001682,0.003099,0.965805,0.981423,0.967451,0.959987,0.965810,0.755509,0.947540,0.968431,0.976576,86.569277,
437,0.001682,0.001682,0.967730,0.981704,0.968294,0.962803,0.967916,0.758944,0.949558,0.969941,0.977681,87.139602,
438,0.011185,0.013297,0.967784,0.981637,0.968315,0.962899,0.967981,0.758809,0.949587,0.970004,0.977809,87.176704,
439,0.002133,0.011185,0.967635,0.981543,0.968253,0.962650,0.967859,0.758887,0.949483,0.969915,0.977714,87.120994,
440,0.001047,0.002133,0.967657,0.981604,0.968234,0.962680,0.967881,0.758959,0.949514,0.969914,0.977693,87.122503,
441,0.001047,0.001047,0.967627,0.981606,0.968207,0.962636,0.967855,0.758951,0.949496,0.969892,0.977699,87.115658,
442,0.000007,0.010796,0.967696,0.981540,0.968159,0.962801,0.967931,0.758966,0.949595,0.970016,0.977812,87.143592,
443,0.000007,0.000007,0.967698,0.981540,0.968165,0.962799,0.967935,0.758970,0.949600,0.970017,0.977813,87.144244,
444,0.000039,0.000039,0.351184,0.661646,0.350486,0.281782,0.329643,0.240159,0.255316,0.249208,0.234436,0.000000,
445,0.000007,0.000039,0.351172,0.661676,0.350455,0.281894,0.329530,0.240154,0.255314,0.249206,0.234429,0.000000,
446,0.000007,0.000007,0.351185,0.661674,0.350482,0.281901,0.329546,0.240153,0.255314,0.249206,0.234411,0.000000,
447,0.001370,67.061424,0.969599,0.988502,0.987221,0.970661,0.957495,0.835566,0.963577,0.974439,0.978774,87.824280,
448,0.000563,0.001370,0.969601,0.988503,0.987289,0.970787,0.957380,0.836207,0.963639,0.974445,0.978762,87.823083,
449,0.000420,0.000563,0.969592,0.988499,0.987257,0.970866,0.957315,0.836514,0.963659,0.974448,0.978774,87.821965,
450,0.000420,0.000420,0.969982,0.988678,0.987647,0.971045,0.957901,0.838124,0.964447,0.975075,0.979293,87.976885,
451,0.000534,0.000686,0.969963,0.988679,0.987639,0.971050,0.957856,0.838148,0.964438,0.975072,0.979297,87.972974,
452,0.000247,0.000534,0.969959,0.988699,0.987660,0.971041,0.957842,0.838439,0.964471,0.975079,0.979280,87.970908,
453,0.000247,0.000247,0.969985,0.988678,0.987636,0.971059,0.957905,0.838372,0.964438,0.975053,0.979287,87.975830,
454,0.000311,0.000311,0.970015,0.988645,0.987630,0.971094,0.957958,0.838397,0.964451,0.975067,0.979289,87.983084,
455,0.000260,0.000465,0.970140,0.988764,0.987642,0.971151,0.958181,0.839104,0.964802,0.975322,0.979472,88.036681,
456,0.000068,0.000260,0.970509,0.988313,0.987626,0.971358,0.959002,0.842502,0.966485,0.976750,0.980821,88.290690,
457,0.000051,0.000068,0.970770,0.988547,0.987771,0.971372,0.959498,0.843295,0.966925,0.977108,0.981006,88.378722,
458,0.000051,0.000051,0.970813,0.988647,0.987853,0.971429,0.959502,0.843387,0.966940,0.977125,0.981032,88.390873,
459,0.000210,0.000210,0.970830,0.988691,0.987811,0.971416,0.959560,0.843334,0.966928,0.977126,0.981034,88.394888,
460,0.001483,0.007537,0.970878,0.988894,0.987943,0.971456,0.959545,0.843683,0.967053,0.977172,0.981117,88.415945,
461,0.001483,0.001483,0.971158,0.988921,0.988117,0.971566,0.960046,0.844407,0.967317,0.977393,0.981259,88.498155,
462,0.001532,0.001532,0.972020,0.988584,0.988405,0.972486,0.961354,0.846922,0.968433,0.978205,0.981852,88.770619,
463,0.006502,0.006502,0.971962,0.988539,0.988159,0.972358,0.961422,0.846932,0.968390,0.978180,0.981831,88.761749,
464,0.001605,0.008659,0.971906,0.988537,0.988039,0.972397,0.961314,0.847010,0.968251,0.978003,0.981669,88.722071,
465,0.001459,0.001605,0.972016,0.988639,0.988077,0.972547,0.961425,0.847372,0.968362,0.978080,0.981757,88.756264,
466,0.001459,0.001459,0.972060,0.988756,0.988204,0.972563,0.961439,0.847511,0.968384,0.978076,0.981698,88.760934,
467,0.008010,0.008010,0.972078,0.988780,0.988073,0.972579,0.961519,0.847463,0.968432,0.978165,0.981825,88.787892,
468,0.001601,0.008579,0.972062,0.988942,0.988247,0.972609,0.961354,0.847447,0.968410,0.977984,0.981786,88.764649,
469,0.001177,0.001601,0.974093,0.989453,0.990004,0.976061,0.962774,0.852989,0.971198,0.980333,0.983849,89.479472,
470,0.001177,0.001177,0.974131,0.989465,0.990114,0.976107,0.962782,0.853142,0.971218,0.980347,0.983853,89.488746,
471,0.006015,0.008661,0.974176,0.989424,0.989882,0.976059,0.963025,0.853140,0.971320,0.980528,0.983958,89.521571,
472,0.001012,0.006015,0.974117,0.989510,0.989756,0.976168,0.962844,0.852863,0.971194,0.980367,0.983822,89.483952,
473,0.000722,0.001012,0.974274,0.989587,0.989750,0.976209,0.963169,0.853295,0.971323,0.980475,0.983953,89.532946,
474,0.000722,0.000722,0.974304,0.989592,0.989696,0.976274,0.963214,0.853450,0.971383,0.980497,0.983947,89.540170,
475,0.005834,0.005852,0.974225,0.989380,0.989649,0.975969,0.963313,0.855455,0.972110,0.981086,0.984365,89.591551,
476,0.000720,0.005834,0.974062,0.989231,0.989491,0.975890,0.963084,0.855703,0.972129,0.981049,0.984285,89.541349,
477,0.000535,0.000720,0.974097,0.989471,0.989481,0.975873,0.963133,0.855825,0.972042,0.980965,0.984230,89.540260,
478,0.000535,0.000535,0.974173,0.989551,0.989564,0.976017,0.963155,0.855911,0.972066,0.980981,0.984244,89.558537,
479,0.005110,0.006274,0.974165,0.989568,0.989529,0.975878,0.963248,0.855816,0.972106,0.980994,0.984325,89.570172,
480,0.000887,0.005110,0.974128,0.989369,0.989636,0.975936,0.963117,0.856026,0.972292,0.981094,0.984372,89.565447,
481,0.000487,0.000887,0.974520,0.991743,0.988821,0.976412,0.963542,0.868522,0.975618,0.982893,0.985522,89.831652,
482,0.000487,0.000487,0.974510,0.991651,0.988715,0.976467,0.963542,0.868891,0.975736,0.982938,0.985562,89.835095,
483,0.002272,0.004786,0.974577,0.991762,0.988723,0.976498,0.963649,0.868877,0.975789,0.983031,0.985646,89.862952,
484,0.000391,0.002272,0.974489,0.991729,0.988703,0.976463,0.963483,0.868847,0.975769,0.982949,0.985499,89.826015,
485,0.000236,0.000391,0.974489,0.991762,0.988586,0.976468,0.963521,0.869146,0.975756,0.982933,0.985467,89.822358,
486,0.000236,0.000236,0.974505,0.991733,0.988637,0.976493,0.963526,0.869342,0.975825,0.982961,0.985507,89.830696,
487,0.002003,0.002214,0.974521,0.991784,0.988614,0.976468,0.963580,0.869396,0.975837,0.982988,0.985548,89.840846,
488,0.000388,0.002003,0.974522,0.991774,0.988505,0.976537,0.963580,0.869650,0.976012,0.983057,0.985640,89.849938,
489,0.000165,0.000388,0.974543,0.991809,0.988486,0.976561,0.963614,0.869877,0.976004,0.982993,0.985612,89.849220,
490,0.000165,0.000165,0.974546,0.991771,0.988487,0.976572,0.963620,0.869962,0.976026,0.983003,0.985626,89.851409,
491,0.001517,0.001898,0.974558,0.991843,0.988442,0.976550,0.963668,0.870015,0.976041,0.983017,0.985639,89.857610,
492,0.000269,0.001517,0.974501,0.991796,0.988345,0.976526,0.963602,0.870086,0.976095,0.983042,0.985649,89.845719,
493,0.000170,0.000269,0.974593,0.991807,0.988360,0.976640,0.963727,0.870690,0.976281,0.983156,0.985731,89.877714,
494,0.000170,0.000170,0.975256,0.991953,0.988591,0.976989,0.964907,0.877926,0.978389,0.984618,0.986844,90.182195,
495,0.001146,0.001146,0.975301,0.991948,0.988609,0.976982,0.965014,0.878083,0.978441,0.984655,0.986870,90.197363,
496,0.000251,0.001196,0.975250,0.991935,0.988602,0.976951,0.964921,0.877970,0.978428,0.984639,0.986883,90.185269,
497,0.000166,0.000251,0.975504,0.992017,0.988680,0.977043,0.965403,0.878995,0.978710,0.984827,0.987005,90.259245,
498,0.000166,0.000166,0.975539,0.992057,0.988697,0.977059,0.965460,0.879595,0.978831,0.984883,0.987048,90.273342,
499,0.000658,0.001159,0.975806,0.992102,0.988777,0.977240,0.965914,0.880991,0.979190,0.985119,0.987209,90.356508,
500,0.000147,0.000658,0.976637,0.992096,0.988944,0.977779,0.967412,0.886311,0.981019,0.986408,0.988081,90.669816,
501,0.000128,0.000147,0.976849,0.992174,0.989056,0.977890,0.967767,0.887115,0.981241,0.986553,0.988212,90.733423,
502,0.000128,0.000128,0.976829,0.992190,0.989053,0.977898,0.967713,0.887241,0.981217,0.986511,0.988193,90.725669,
503,0.000039,0.000812,0.976894,0.992293,0.989066,0.977939,0.967810,0.887346,0.981272,0.986567,0.988220,90.744589,
504,0.000003,0.000039,0.976837,0.992241,0.989071,0.977944,0.967680,0.887434,0.981291,0.986561,0.988195,90.730007,
505,0.000003,0.000003,0.976827,0.992237,0.989068,0.977940,0.967660,0.887417,0.981274,0.986545,0.988181,90.725838,
506,0.000003,0.000003,0.976849,0.992241,0.989069,0.977942,0.967711,0.887427,0.981287,0.986554,0.988187,90.731692,
507,0.000010,0.000035,0.976827,0.992237,0.989068,0.977940,0.967661,0.887420,0.981274,0.986545,0.988180,90.725800,
508,0.000010,0.000010,0.976848,0.992241,0.989070,0.977940,0.967710,0.887429,0.981285,0.986555,0.988188,90.731639,
509,0.000156,0.000156,0.282961,0.571501,0.272315,0.257268,0.246275,0.298860,0.297167,0.283827,0.267978,0.000000,
510,0.004269,87.777641,0.951413,0.966526,0.937805,0.948963,0.954601,0.606594,0.861809,0.908556,0.935390,77.929409,
511,0.000783,0.004269,0.951787,0.966687,0.938520,0.949424,0.954841,0.608734,0.863765,0.910011,0.936322,78.127626,
512,0.000675,0.000783,0.952249,0.967050,0.939116,0.949889,0.955274,0.611367,0.866564,0.912065,0.937702,78.405953,
513,0.000675,0.000675,0.953455,0.967704,0.941367,0.951172,0.956169,0.618441,0.877164,0.920340,0.943337,79.410690,
514,0.003939,0.003939,0.953494,0.967720,0.941410,0.951268,0.956174,0.618964,0.877743,0.920758,0.943640,79.462279,
515,0.001351,0.007376,0.953524,0.967716,0.941393,0.951317,0.956217,0.619340,0.878091,0.920968,0.943712,79.478722,
516,0.001077,0.001351,0.953601,0.967788,0.941668,0.951346,0.956256,0.619710,0.878409,0.921158,0.943815,79.509753,
517,0.001077,0.001077,0.953588,0.967850,0.941451,0.951371,0.956276,0.619709,0.878646,0.921378,0.943957,79.526893,
518,0.007200,0.007200,0.954508,0.968517,0.942925,0.952674,0.956794,0.624838,0.882933,0.924507,0.946242,80.023581,
519,0.001307,0.008351,0.955811,0.969956,0.945198,0.954163,0.957585,0.630930,0.888398,0.928386,0.948903,80.647256,
520,0.001082,0.001307,0.956129,0.970291,0.945890,0.954496,0.957752,0.632496,0.889539,0.929117,0.949365,80.777991,
521,0.001082,0.001082,0.956403,0.970535,0.946705,0.954748,0.957847,0.633418,0.890429,0.929665,0.949744,80.886792,
522,0.005398,0.008470,0.956461,0.970514,0.946715,0.954869,0.957900,0.633612,0.890679,0.929850,0.949864,80.921253,
523,0.000882,0.005398,0.956496,0.970518,0.946735,0.954900,0.957950,0.633789,0.890783,0.929880,0.949857,80.923381,
524,0.000583,0.000882,0.956528,0.970553,0.946812,0.954938,0.957960,0.633892,0.890877,0.929938,0.949932,80.937837,
525,0.000583,0.000583,0.956525,0.970554,0.946879,0.954913,0.957945,0.633946,0.891025,0.930057,0.949960,80.944208,
526,0.005419,0.005419,0.959424,0.973521,0.952187,0.958684,0.959362,0.647279,0.902882,0.938918,0.956593,82.435767,
527,0.001233,0.007292,0.959916,0.974421,0.953561,0.959147,0.959453,0.649732,0.904381,0.939869,0.957145,82.615248,
528,0.000862,0.001233,0.960107,0.974532,0.953988,0.959344,0.959573,0.650365,0.904753,0.940112,0.957284,82.675977,
529,0.000862,0.000862,0.960152,0.974667,0.953971,0.959414,0.959603,0.650471,0.905100,0.940432,0.957517,82.717233,
530,0.007025,0.007025,0.960933,0.974917,0.954724,0.960123,0.960563,0.652340,0.906574,0.941511,0.958403,83.004462,
531,0.002435,0.016488,0.961401,0.975148,0.955363,0.960586,0.961025,0.653548,0.907487,0.942038,0.958690,83.142164,
532,0.002435,0.002435,0.963269,0.976031,0.958207,0.962247,0.962897,0.662564,0.915590,0.947804,0.962805,84.102574,
533,0.002964,0.002964,0.963777,0.976095,0.958742,0.962702,0.963531,0.662870,0.916137,0.948187,0.963048,84.247413,
534,0.014534,0.014534,0.964291,0.976361,0.959467,0.963104,0.964099,0.663651,0.916847,0.948755,0.963373,84.421621,
535,0.003360,0.018058,0.964488,0.976660,0.959925,0.963300,0.964177,0.664172,0.917068,0.948783,0.963475,84.458217,
536,0.002092,0.003360,0.964790,0.976590,0.960280,0.963607,0.964542,0.664401,0.917225,0.948944,0.963579,84.536054,
537,0.002092,0.002092,0.964868,0.976548,0.960426,0.963787,0.964553,0.664290,0.917404,0.949091,0.963642,84.564324,
538,0.014409,0.016768,0.966681,0.977712,0.963058,0.965502,0.966278,0.678909,0.929453,0.957461,0.969613,85.795560,
539,0.002535,0.014409,0.967058,0.977956,0.963833,0.965957,0.966487,0.680241,0.929892,0.957841,0.969865,85.896291,
540,0.001514,0.002535,0.967564,0.978193,0.964452,0.966418,0.967043,0.680692,0.930184,0.958048,0.970022,86.024715,
541,0.001514,0.001514,0.967698,0.978335,0.964697,0.966624,0.967086,0.680830,0.930601,0.958293,0.970150,86.074749,
542,0.013355,0.013355,0.967962,0.978522,0.965221,0.966832,0.967309,0.681577,0.931180,0.958714,0.970582,86.198921,
543,0.003448,0.018223,0.967974,0.978563,0.965423,0.966911,0.967200,0.682105,0.931302,0.958747,0.970552,86.187380,
544,0.002232,0.003448,0.968101,0.978630,0.965707,0.967037,0.967283,0.682546,0.931555,0.958949,0.970816,86.242469,
545,0.002232,0.002232,0.968141,0.978575,0.965837,0.967144,0.967269,0.683308,0.932249,0.959449,0.971127,86.297711,
546,0.016952,0.016952,0.968414,0.978722,0.966179,0.967246,0.967657,0.683529,0.932424,0.959661,0.971314,86.399050,
547,0.004243,0.022732,0.968424,0.978819,0.966166,0.967204,0.967691,0.683760,0.932409,0.959536,0.971241,86.373450,
548,0.002701,0.004243,0.968515,0.978859,0.966228,0.967323,0.967786,0.683804,0.932460,0.959600,0.971257,86.395022,
549,0.002701,0.002701,0.968424,0.978797,0.966299,0.967290,0.967589,0.683654,0.932572,0.959667,0.971249,86.378224,
550,0.020733,0.020757,0.968547,0.978807,0.966307,0.967433,0.967768,0.684039,0.932888,0.959974,0.971560,86.465802,
551,0.003794,0.020733,0.968860,0.978970,0.966641,0.967851,0.968036,0.696578,0.940493,0.964378,0.974380,86.925441,
552,0.002392,0.003794,0.968900,0.979007,0.966697,0.967896,0.968069,0.696630,0.940545,0.964443,0.974449,86.940744,
553,0.002392,0.002392,0.968900,0.978989,0.966611,0.967909,0.968096,0.696584,0.940660,0.964502,0.974451,86.943746,
554,0.018759,0.018759,0.968944,0.978917,0.966765,0.967935,0.968138,0.697264,0.941108,0.964783,0.974623,87.000408,
555,0.004057,0.020691,0.968935,0.978925,0.966830,0.967988,0.968057,0.697934,0.941335,0.964930,0.974703,86.992000,
556,0.002265,0.004057,0.969175,0.979365,0.967529,0.968195,0.968102,0.701104,0.942643,0.965616,0.975108,87.102290,
557,0.002265,0.002265,0.969646,0.979951,0.968311,0.968713,0.968402,0.709820,0.947241,0.968626,0.977135,87.496695,
558,0.018106,0.018106,0.969717,0.980045,0.968342,0.968710,0.968531,0.709831,0.947408,0.968697,0.977195,87.540772,
559,0.004254,0.018613,0.969695,0.980095,0.968277,0.968665,0.968524,0.709991,0.947360,0.968622,0.977177,87.513072,
560,0.001832,0.004254,0.969676,0.980074,0.968205,0.968661,0.968514,0.710014,0.947433,0.968653,0.977220,87.510811,
561,0.001832,0.001832,0.969661,0.980085,0.968151,0.968608,0.968534,0.709948,0.947548,0.968765,0.977285,87.518119,
562,0.000157,0.015738,0.969812,0.980202,0.968377,0.968764,0.968661,0.711125,0.948229,0.969123,0.977495,87.581195,
563,0.000022,0.000157,0.969901,0.980383,0.968532,0.968890,0.968679,0.712302,0.948759,0.969414,0.977644,87.624606,
564,0.000020,0.000022,0.970123,0.980629,0.968797,0.969063,0.968914,0.715900,0.950608,0.970592,0.978491,87.792183,
565,0.000020,0.000020,0.970149,0.980705,0.968873,0.969106,0.968899,0.716311,0.950853,0.970730,0.978570,87.810350,
566,0.000176,0.000176,0.970170,0.980683,0.968884,0.969168,0.968905,0.716288,0.950850,0.970729,0.978559,87.814136,
567,0.000245,0.000245,0.346156,0.672704,0.389005,0.303145,0.284222,0.191415,0.223051,0.217771,0.202968,0.000000,
568,0.002047,0.002396,0.346297,0.673190,0.389476,0.303072,0.284312,0.191324,0.223033,0.217781,0.202924,0.000000,
569,0.002047,0.002047,0.346533,0.674087,0.390049,0.303220,0.284318,0.191318,0.223035,0.217775,0.202962,0.000000,
570,0.001986,77.184242,0.950037,0.972352,0.943747,0.943695,0.951972,0.658352,0.871904,0.911828,0.936120,77.714813,
571,0.000900,0.001986,0.951630,0.972846,0.945392,0.945987,0.953315,0.662199,0.877768,0.917050,0.939934,78.546135,
572,0.000556,0.000900,0.951621,0.972898,0.945344,0.946011,0.953288,0.662460,0.877760,0.917030,0.939926,78.542022,
573,0.000556,0.000556,0.951621,0.972868,0.945301,0.946044,0.953289,0.662619,0.877770,0.917023,0.939903,78.539657,
574,0.001914,0.001914,0.951557,0.972891,0.945176,0.946007,0.953214,0.662639,0.877734,0.916996,0.939955,78.530732,
575,0.001561,0.010548,0.951564,0.972930,0.945220,0.945951,0.953240,0.662627,0.877659,0.916957,0.939939,78.528949,
576,0.001322,0.001561,0.951725,0.972938,0.945294,0.946094,0.953478,0.662871,0.877800,0.917098,0.940051,78.576704,
577,0.001322,0.001322,0.951776,0.972943,0.945298,0.946083,0.953598,0.663030,0.877917,0.917184,0.940104,78.594818,
578,0.010179,0.010179,0.952805,0.972854,0.945904,0.947155,0.954992,0.668013,0.883966,0.922392,0.944278,79.349247,
579,0.002352,0.011888,0.952824,0.972828,0.945917,0.947155,0.955036,0.668024,0.883937,0.922360,0.944204,79.336404,
580,0.001395,0.002352,0.952833,0.972777,0.945922,0.947168,0.955057,0.668046,0.883937,0.922390,0.944209,79.338763,
581,0.001395,0.001395,0.952829,0.972736,0.945921,0.947169,0.955054,0.668083,0.883981,0.922408,0.944217,79.338965,
582,0.004425,0.010878,0.952827,0.972745,0.945895,0.947221,0.955025,0.667926,0.884051,0.922518,0.944318,79.355035,
583,0.000846,0.004425,0.952810,0.972800,0.945888,0.947205,0.954989,0.667983,0.884146,0.922595,0.944296,79.348370,
584,0.000657,0.000846,0.954379,0.972926,0.946373,0.949155,0.957022,0.673363,0.890086,0.927704,0.948221,80.187028,
585,0.000657,0.000657,0.954589,0.972974,0.946545,0.949396,0.957261,0.673962,0.890329,0.927870,0.948363,80.248748,
586,0.004345,0.004345,0.954795,0.973025,0.946562,0.949576,0.957588,0.674071,0.890426,0.927991,0.948448,80.308625,
587,0.002155,0.012777,0.954856,0.973029,0.946594,0.949622,0.957683,0.674050,0.890295,0.927892,0.948366,80.308362,
588,0.001497,0.002155,0.955337,0.973273,0.947261,0.950202,0.958076,0.675014,0.890753,0.928225,0.948673,80.445928,
589,0.001497,0.001497,0.955499,0.973339,0.947582,0.950425,0.958157,0.675440,0.890937,0.928383,0.948797,80.495830,
590,0.012130,0.012130,0.959057,0.975782,0.953872,0.955257,0.960066,0.697551,0.911699,0.942706,0.958002,82.566935,
591,0.003289,0.016815,0.959288,0.975824,0.954361,0.955681,0.960109,0.697890,0.911869,0.942799,0.958141,82.619318,
592,0.002019,0.003289,0.959372,0.975848,0.954563,0.955791,0.960144,0.698244,0.911999,0.942927,0.958276,82.651206,
593,0.002019,0.002019,0.959396,0.975933,0.954635,0.955848,0.960116,0.698383,0.912064,0.942942,0.958230,82.653338,
594,0.015100,0.015397,0.959473,0.975940,0.954794,0.955912,0.960185,0.698220,0.912103,0.943000,0.958270,82.692378,
595,0.003383,0.015100,0.959461,0.976074,0.954831,0.955890,0.960130,0.698239,0.912005,0.942796,0.958061,82.649809,
596,0.002152,0.003383,0.961182,0.976927,0.957293,0.958260,0.961321,0.712272,0.924812,0.951221,0.963582,83.807116,
597,0.002152,0.002152,0.961220,0.976975,0.957421,0.958307,0.961318,0.712542,0.924893,0.951264,0.963586,83.817363,
598,0.013700,0.013700,0.961350,0.976958,0.957572,0.958473,0.961445,0.712529,0.925067,0.951440,0.963793,83.883972,
599,0.004029,0.019491,0.961262,0.977075,0.957635,0.958460,0.961210,0.712747,0.925116,0.951423,0.963704,83.845020,
600,0.002663,0.004029,0.961533,0.977131,0.957887,0.958719,0.961539,0.713358,0.925350,0.951589,0.963837,83.918300,
601,0.002663,0.002663,0.961522,0.977170,0.957988,0.958720,0.961467,0.713532,0.925385,0.951597,0.963827,83.915379,
602,0.016625,0.016625,0.961846,0.977359,0.958546,0.959089,0.961701,0.714013,0.925842,0.951994,0.964198,84.049157,
603,0.003761,0.018024,0.963903,0.979918,0.962791,0.962043,0.962227,0.727408,0.935687,0.959097,0.969376,85.189628,
604,0.002155,0.003761,0.964114,0.980104,0.963064,0.962287,0.962397,0.727957,0.935880,0.959283,0.969604,85.258494,
605,0.002155,0.002155,0.964140,0.980129,0.963199,0.962299,0.962392,0.728186,0.935904,0.959246,0.969568,85.259673,
606,0.016312,0.016312,0.964324,0.980093,0.963370,0.962424,0.962665,0.728164,0.936060,0.959477,0.969748,85.341991,
607,0.003707,0.016862,0.964234,0.980225,0.963300,0.962394,0.962481,0.728189,0.935983,0.959349,0.969606,85.289345,
608,0.001833,0.003707,0.964548,0.980512,0.963670,0.962783,0.962730,0.728738,0.936168,0.959506,0.969701,85.368371,
609,0.001833,0.001833,0.964585,0.980559,0.963664,0.962834,0.962774,0.739456,0.946033,0.966199,0.974228,86.036279,
610,0.014497,0.014497,0.964695,0.980618,0.963808,0.962929,0.962890,0.739346,0.946209,0.966393,0.974399,86.098824,
611,0.003696,0.016300,0.964577,0.980809,0.963593,0.962861,0.962714,0.739376,0.946160,0.966251,0.974280,86.043681,
612,0.001671,0.003696,0.964705,0.980894,0.963667,0.963026,0.962845,0.739759,0.946308,0.966421,0.974391,86.084567,
613,0.001671,0.001671,0.964694,0.980943,0.963684,0.963016,0.962811,0.739850,0.946313,0.966361,0.974377,86.078564,
614,0.014427,0.014427,0.964902,0.980927,0.963763,0.963169,0.963151,0.739972,0.946500,0.966583,0.974583,86.166236,
615,0.003072,0.015784,0.966032,0.981487,0.964142,0.964029,0.964864,0.744518,0.948340,0.967930,0.975604,86.534088,
616,0.001434,0.003072,0.966159,0.981533,0.964209,0.964181,0.965016,0.744844,0.948459,0.968010,0.975684,86.569346,
617,0.001434,0.001434,0.966162,0.981525,0.964247,0.964183,0.965009,0.744934,0.948492,0.968028,0.975689,86.571148,
618,0.014427,0.014427,0.966260,0.981620,0.964328,0.964262,0.965125,0.744889,0.948662,0.968245,0.975813,86.628901,
619,0.003435,0.015754,0.966191,0.981682,0.964378,0.964096,0.965047,0.744949,0.948653,0.968191,0.975657,86.584928,
620,0.001511,0.003435,0.966483,0.981781,0.964527,0.964292,0.965496,0.746220,0.949073,0.968442,0.975838,86.670335,
621,0.001511,0.001511,0.966553,0.981946,0.964607,0.964309,0.965579,0.747085,0.949366,0.968585,0.975929,86.698995,
622,0.008151,0.013561,0.968032,0.982529,0.965452,0.965714,0.967534,0.753880,0.952415,0.970781,0.977663,87.261478,
623,0.001758,0.008151,0.968039,0.982650,0.965487,0.965719,0.967508,0.754480,0.952616,0.970855,0.977589,87.252054,
624,0.000724,0.001758,0.968048,0.982646,0.965508,0.965717,0.967522,0.754509,0.952633,0.970870,0.977607,87.254733,
625,0.000724,0.000724,0.968043,0.982707,0.965491,0.965708,0.967512,0.754491,0.952613,0.970849,0.977591,87.251589,
626,0.000006,0.007159,0.968072,0.982747,0.965467,0.965713,0.967574,0.754428,0.952641,0.970847,0.977633,87.260209,
627,0.000006,0.000006,0.968072,0.982746,0.965468,0.965713,0.967574,0.754428,0.952640,0.970848,0.977633,87.260270,
628,0.000006,0.000007,0.968071,0.982746,0.965466,0.965713,0.967573,0.754435,0.952641,0.970849,0.977631,87.259966,
629,0.000006,0.000006,0.968069,0.982737,0.965458,0.965706,0.967577,0.754429,0.952632,0.970842,0.977619,87.258190,
630,0.000006,0.000006,0.968063,0.982738,0.965455,0.965710,0.967562,0.754430,0.952645,0.970859,0.977644,87.259631,
631,0.008834,87.480034,0.946183,0.961371,0.921636,0.938914,0.955985,0.601757,0.834702,0.889433,0.922965,75.182200,
632,0.001798,0.008834,0.946567,0.961696,0.923217,0.939653,0.955741,0.605772,0.837457,0.891448,0.924175,75.409791,
633,0.001460,0.001798,0.946991,0.961961,0.923913,0.940226,0.956011,0.608307,0.839542,0.893003,0.925252,75.631113,
634,0.001460,0.001460,0.950900,0.964185,0.930281,0.944992,0.958892,0.619407,0.851063,0.901795,0.931533,77.235934,
635,0.005459,0.005459,0.951337,0.964023,0.930933,0.945933,0.959072,0.620021,0.852110,0.902540,0.932083,77.402196,
636,0.002450,0.009639,0.951456,0.964327,0.931109,0.945960,0.959189,0.620478,0.852293,0.902620,0.932151,77.430796,
637,0.002218,0.002450,0.951507,0.964282,0.931197,0.946068,0.959213,0.620678,0.852468,0.902730,0.932164,77.445977,
638,0.002218,0.002218,0.951602,0.964394,0.931288,0.946167,0.959302,0.620947,0.852698,0.902876,0.932276,77.479497,
639,0.009042,0.009042,0.951624,0.964204,0.931201,0.946227,0.959384,0.620779,0.852757,0.903002,0.932370,77.505066,
640,0.002913,0.011333,0.952837,0.964942,0.932927,0.947831,0.960276,0.629677,0.859900,0.907997,0.935650,78.178386,
641,0.002264,0.002913,0.955524,0.966113,0.936915,0.950989,0.962547,0.641705,0.872226,0.916669,0.941229,79.494434,
642,0.002264,0.002264,0.955877,0.966624,0.937532,0.951125,0.962911,0.643113,0.873127,0.917247,0.941532,79.613379,
643,0.006075,0.010984,0.956000,0.966416,0.937442,0.951496,0.963025,0.642892,0.873413,0.917516,0.941785,79.674844,
644,0.001519,0.006075,0.956873,0.967002,0.939021,0.952149,0.963851,0.645387,0.874987,0.918611,0.942530,79.951227,
645,0.001215,0.001519,0.957316,0.966847,0.939400,0.952997,0.964195,0.646619,0.875989,0.919388,0.943052,80.114459,
646,0.001215,0.001215,0.958703,0.967294,0.941012,0.954654,0.965541,0.650297,0.879066,0.921634,0.944597,80.613207,
647,0.005586,0.005586,0.962059,0.968385,0.944876,0.958935,0.968636,0.661675,0.890867,0.930328,0.950568,82.136955,
648,0.002762,0.013263,0.962570,0.969436,0.945997,0.958947,0.969129,0.663337,0.891595,0.930823,0.950842,82.281867,
649,0.002159,0.002762,0.962541,0.969100,0.945800,0.959429,0.968906,0.663198,0.891618,0.930830,0.950863,82.277034,
650,0.002159,0.002159,0.962742,0.969271,0.946232,0.959587,0.969059,0.663513,0.891777,0.930917,0.950887,82.324775,
651,0.012775,0.012775,0.962763,0.968966,0.946119,0.959848,0.969048,0.663123,0.891846,0.930970,0.950887,82.345703,
652,0.003693,0.016615,0.963245,0.969486,0.947183,0.960120,0.969450,0.666567,0.894177,0.932613,0.952042,82.590748,
653,0.002650,0.003693,0.965630,0.970358,0.950500,0.963319,0.971332,0.682911,0.909723,0.944241,0.960676,84.250529,
654,0.002650,0.002650,0.965760,0.970503,0.950704,0.963409,0.971459,0.683458,0.910003,0.944415,0.960769,84.292627,
655,0.015793,0.015793,0.965823,0.970220,0.950561,0.963747,0.971497,0.683136,0.910387,0.944767,0.961063,84.361738,
